Ort,PLZ,Gemeindename,Kanton,Sprache
Steinhaus,3995,Ernen,VS,de
Binn,3996,Binn,VS,de
Bellwald,3997,Bellwald,VS,de
Reckingen VS,3998,Goms,VS,de
Gluringen,3998,Goms,VS,de
Oberwald,3999,Obergoms,VS,de
Basel,4001,Basel,BS,de
Basel,4031,Basel,BS,de
Basel,4031,Basel,BS,de
Basel,4051,Basel,BS,de
Basel,4052,Basel,BS,de
Basel,4052,Basel,BS,de
Basel,4053,Basel,BS,de
Basel,4054,Basel,BS,de
Basel,4055,Basel,BS,de
Basel,4056,Basel,BS,de
Basel,4057,Basel,BS,de
Basel,4058,Basel,BS,de
Basel,4059,Basel,BS,de
Bruderholz,4101,Binningen,BL,de
Binningen,4102,Binningen,BL,de
Bottmingen,4103,Bottmingen,BL,de
Oberwil BL,4104,Oberwil (BL),BL,de
Biel-Benken,4105,Biel-Benken,BL,de
Therwil,4106,Therwil,BL,de
Ettingen,4107,Ettingen,BL,de
Witterswil,4108,Witterswil,SO,de
Bättwil,4112,Bättwil,SO,de
Flüh,4112,Hofstetten-Flüh,SO,de
Hofstetten SO,4114,Hofstetten-Flüh,SO,de
Mariastein,4115,Metzerlen-Mariastein,SO,de
Metzerlen,4116,Metzerlen-Mariastein,SO,de
Burg im Leimental,4117,Burg im Leimental,BL,de
Rodersdorf,4118,Rodersdorf,SO,de
Allschwil,4123,Allschwil,BL,de
Schönenbuch,4124,Schönenbuch,BL,de
Riehen,4125,Riehen,BS,de
Bettingen,4126,Bettingen,BS,de
Birsfelden,4127,Birsfelden,BL,de
Muttenz,4132,Muttenz,BL,de
Pratteln,4133,Pratteln,BL,de
Münchenstein,4142,Münchenstein,BL,de
Dornach,4143,Dornach,SO,de
Arlesheim,4144,Arlesheim,BL,de
Gempen,4145,Gempen,SO,de
Hochwald,4146,Hochwald,SO,de
Aesch BL,4147,Aesch (BL),BL,de
Pfeffingen,4148,Pfeffingen,BL,de
Reinach BL,4153,Reinach (BL),BL,de
Duggingen,4202,Duggingen,BL,de
Grellingen,4203,Grellingen,BL,de
Himmelried,4204,Himmelried,SO,de
Seewen SO,4206,Seewen,SO,de
Bretzwil,4207,Bretzwil,BL,de
Nunningen,4208,Nunningen,SO,de
Zwingen,4222,Zwingen,BL,de
Blauen,4223,Blauen,BL,de
Nenzlingen,4224,Nenzlingen,BL,de
Brislach,4225,Brislach,BL,de
Breitenbach,4226,Breitenbach,SO,de
Büsserach,4227,Büsserach,SO,de
Erschwil,4228,Erschwil,SO,de
Beinwil SO,4229,Beinwil (SO),SO,de
Fehren,4232,Fehren,SO,de
Meltingen,4233,Meltingen,SO,de
Zullwil,4234,Zullwil,SO,de
Laufen,4242,Laufen,BL,de
Dittingen,4243,Dittingen,BL,de
Röschenz,4244,Röschenz,BL,de
Kleinlützel,4245,Kleinlützel,SO,de
Wahlen b. Laufen,4246,Wahlen,BL,de
Grindel,4247,Grindel,SO,de
Bärschwil,4252,Bärschwil,SO,de
Liesberg,4253,Liesberg,BL,de
Liesberg Dorf,4254,Liesberg,BL,de
Augst BL,4302,Augst,BL,de
Kaiseraugst,4303,Kaiseraugst,AG,de
Giebenach,4304,Giebenach,BL,de
Olsberg,4305,Olsberg,AG,de
Rheinfelden,4310,Rheinfelden,AG,de
Magden,4312,Magden,AG,de
Möhlin,4313,Möhlin,AG,de
Zeiningen,4314,Zeiningen,AG,de
Zuzgen,4315,Zuzgen,AG,de
Hellikon,4316,Hellikon,AG,de
Wegenstetten,4317,Wegenstetten,AG,de
Mumpf,4322,Mumpf,AG,de
Wallbach,4323,Wallbach,AG,de
Obermumpf,4324,Obermumpf,AG,de
Schupfart,4325,Schupfart,AG,de
Stein AG,4332,Stein (AG),AG,de
Münchwilen AG,4333,Münchwilen (AG),AG,de
Sisseln,4334,Sisseln,AG,de
Frenkendorf,4402,Frenkendorf,BL,de
Liestal,4410,Liestal,BL,de
Seltisberg,4411,Seltisberg,BL,de
Nuglar,4412,Nuglar-St. Pantaleon,SO,de
Büren SO,4413,Büren (SO),SO,de
Füllinsdorf,4414,Füllinsdorf,BL,de
Lausen,4415,Lausen,BL,de
Bubendorf,4416,Bubendorf,BL,de
Ziefen,4417,Ziefen,BL,de
Reigoldswil,4418,Reigoldswil,BL,de
Lupsingen,4419,Lupsingen,BL,de
St. Pantaleon,4421,Nuglar-St. Pantaleon,SO,de
Arisdorf,4422,Arisdorf,BL,de
Hersberg,4423,Hersberg,BL,de
Arboldswil,4424,Arboldswil,BL,de
Titterten,4425,Titterten,BL,de
Lauwil,4426,Lauwil,BL,de
Bennwil,4431,Bennwil,BL,de
Lampenberg,4432,Lampenberg,BL,de
Ramlinsburg,4433,Ramlinsburg,BL,de
Hölstein,4434,Hölstein,BL,de
Niederdorf,4435,Niederdorf,BL,de
Liedertswil,4436,Liedertswil,BL,de
Oberdorf BL,4436,Oberdorf (BL),BL,de
Waldenburg,4437,Waldenburg,BL,de
Langenbruck,4438,Langenbruck,BL,de
Thürnen,4441,Thürnen,BL,de
Diepflingen,4442,Diepflingen,BL,de
Wittinsburg,4443,Wittinsburg,BL,de
Rümlingen,4444,Rümlingen,BL,de
Häfelfingen,4445,Häfelfingen,BL,de
Buckten,4446,Buckten,BL,de
Känerkinden,4447,Känerkinden,BL,de
Läufelfingen,4448,Läufelfingen,BL,de
Sissach,4450,Sissach,BL,de
Wintersingen,4451,Wintersingen,BL,de
Itingen,4452,Itingen,BL,de
Nusshof,4453,Nusshof,BL,de
Zunzgen,4455,Zunzgen,BL,de
Tenniken,4456,Tenniken,BL,de
Diegten,4457,Diegten,BL,de
Eptingen,4458,Eptingen,BL,de
Gelterkinden,4460,Gelterkinden,BL,de
Böckten,4461,Böckten,BL,de
Rickenbach BL,4462,Rickenbach (BL),BL,de
Buus,4463,Buus,BL,de
Maisprach,4464,Maisprach,BL,de
Hemmiken,4465,Hemmiken,BL,de
Ormalingen,4466,Ormalingen,BL,de
Rothenfluh,4467,Rothenfluh,BL,de
Kienberg,4468,Kienberg,SO,de
Anwil,4469,Anwil,BL,de
Tecknau,4492,Tecknau,BL,de
Wenslingen,4493,Wenslingen,BL,de
Oltingen,4494,Oltingen,BL,de
Zeglingen,4495,Zeglingen,BL,de
Kilchberg BL,4496,Kilchberg (BL),BL,de
Rünenberg,4497,Rünenberg,BL,de
Solothurn,4500,Solothurn,SO,de
Bellach,4512,Bellach,SO,de
Langendorf,4513,Langendorf,SO,de
Lommiswil,4514,Lommiswil,SO,de
Oberdorf SO,4515,Oberdorf (SO),SO,de
Weissenstein b. Solothurn,4515,Oberdorf (SO),SO,de
Rüttenen,4522,Rüttenen,SO,de
Niederwil SO,4523,Riedholz,SO,de
Balmberg,4524,Balm bei Günsberg,SO,de
Oberbalmberg,4524,Balm bei Günsberg,SO,de
Günsberg,4524,Günsberg,SO,de
Balm b. Günsberg,4525,Balm bei Günsberg,SO,de
Zuchwil,4528,Zuchwil,SO,de
Feldbrunnen,4532,Feldbrunnen-St. Niklaus,SO,de
Riedholz,4533,Riedholz,SO,de
Flumenthal,4534,Flumenthal,SO,de
Hubersdorf,4535,Hubersdorf,SO,de
Kammersrohr,4535,Kammersrohr,SO,de
Attiswil,4536,Attiswil,BE,de
Wiedlisbach,4537,Wiedlisbach,BE,de
Oberbipp,4538,Oberbipp,BE,de
Farnern,4539,Farnern,BE,de
Rumisberg,4539,Rumisberg,BE,de
Luterbach,4542,Luterbach,SO,de
Deitingen,4543,Deitingen,SO,de
Derendingen,4552,Derendingen,SO,de
Subingen,4553,Subingen,SO,de
Etziken,4554,Etziken,SO,de
Hüniken,4554,Hüniken,SO,de
Aeschi SO,4556,Aeschi (SO),SO,de
Burgäschi,4556,Aeschi (SO),SO,de
Steinhof SO,4556,Aeschi (SO),SO,de
Bolken,4556,Bolken,SO,de
Horriwil,4557,Horriwil,SO,de
Hersiwil,4558,Drei Höfe,SO,de
Heinrichswil,4558,Drei Höfe,SO,de
Winistorf,4558,Drei Höfe,SO,de
Biberist,4562,Biberist,SO,de
Gerlafingen,4563,Gerlafingen,SO,de
Zielebach,4564,Zielebach,BE,de
Obergerlafingen,4564,Obergerlafingen,SO,de
Recherswil,4565,Recherswil,SO,de
Halten,4566,Halten,SO,de
Kriegstetten,4566,Kriegstetten,SO,de
Oekingen,4566,Oekingen,SO,de
Lüterkofen,4571,Lüterkofen-Ichertswil,SO,de
Ichertswil,4571,Lüterkofen-Ichertswil,SO,de
Lohn-Ammannsegg,4573,Lohn-Ammannsegg,SO,de
Nennigkofen,4574,Lüsslingen-Nennigkofen,SO,de
Lüsslingen,4574,Lüsslingen-Nennigkofen,SO,de
Tscheppach,4576,Buchegg,SO,de
Hessigkofen,4577,Buchegg,SO,de
Bibern SO,4578,Buchegg,SO,de
Gossliwil,4579,Buchegg,SO,de
Küttigkofen,4581,Buchegg,SO,de
Brügglen,4582,Buchegg,SO,de
Mühledorf SO,4583,Buchegg,SO,de
Aetigkofen,4583,Buchegg,SO,de
Lüterswil,4584,Lüterswil-Gächliwil,SO,de
Gächliwil,4584,Lüterswil-Gächliwil,SO,de
Biezwil,4585,Biezwil,SO,de
Kyburg-Buchegg,4586,Buchegg,SO,de
Aetingen,4587,Buchegg,SO,de
Oberramsern,4588,Messen,SO,de
Unterramsern,4588,Unterramsern,SO,de
Brittern,4588,Buchegg,SO,de
Olten,4600,Olten,SO,de
Wangen b. Olten,4612,Wangen bei Olten,SO,de
Rickenbach SO,4613,Rickenbach (SO),SO,de
Hägendorf,4614,Hägendorf,SO,de
Allerheiligenberg,4615,Hägendorf,SO,de
Kappel SO,4616,Kappel (SO),SO,de
Gunzgen,4617,Gunzgen,SO,de
Boningen,4618,Boningen,SO,de
Egerkingen,4622,Egerkingen,SO,de
Neuendorf,4623,Neuendorf,SO,de
Härkingen,4624,Härkingen,SO,de
Oberbuchsiten,4625,Oberbuchsiten,SO,de
Niederbuchsiten,4626,Niederbuchsiten,SO,de
Wolfwil,4628,Wolfwil,SO,de
Fulenbach,4629,Fulenbach,SO,de
Trimbach,4632,Trimbach,SO,de
Hauenstein,4633,Hauenstein-Ifenthal,SO,de
Wisen SO,4634,Wisen (SO),SO,de
Winznau,4652,Winznau,SO,de
Obergösgen,4653,Obergösgen,SO,de
Lostorf,4654,Lostorf,SO,de
Rohr b. Olten,4655,Rohr (SO),SO,de
Stüsslingen,4655,Stüsslingen,SO,de
Starrkirch-Wil,4656,Starrkirch-Wil,SO,de
Dulliken,4657,Dulliken,SO,de
Däniken SO,4658,Däniken,SO,de
Aarburg,4663,Aarburg,AG,de
Oftringen,4665,Oftringen,AG,de
Oensingen,4702,Oensingen,SO,de
Kestenholz,4703,Kestenholz,SO,de
Niederbipp,4704,Niederbipp,BE,de
Wolfisberg,4704,Wolfisberg,BE,de
Balsthal,4710,Balsthal,SO,de
Laupersdorf,4712,Laupersdorf,SO,de
Matzendorf,4713,Matzendorf,SO,de
Aedermannsdorf,4714,Aedermannsdorf,SO,de
Herbetswil,4715,Herbetswil,SO,de
Gänsbrunnen,4716,Gänsbrunnen,SO,de
Welschenrohr,4716,Welschenrohr,SO,de
Mümliswil,4717,Mümliswil-Ramiswil,SO,de
Holderbank SO,4718,Holderbank (SO),SO,de
Ramiswil,4719,Mümliswil-Ramiswil,SO,de
Zofingen,4800,Zofingen,AG,de
Strengelbach,4802,Strengelbach,AG,de
Vordemwald,4803,Vordemwald,AG,de
Brittnau,4805,Brittnau,AG,de
Wikon,4806,Wikon,LU,de
Mühlethal,4812,Zofingen,AG,de
Uerkheim,4813,Uerkheim,AG,de
Bottenwil,4814,Bottenwil,AG,de
Rothrist,4852,Rothrist,AG,de
Murgenthal,4853,Murgenthal,AG,de
Murgenthal,4853,Murgenthal,AG,de
Riken AG,4853,Murgenthal,AG,de
Glashütten,4856,Murgenthal,AG,de
Langenthal,4900,Langenthal,BE,de
Schwarzhäusern,4911,Schwarzhäusern,BE,de
Aarwangen,4912,Aarwangen,BE,de
Bannwil,4913,Bannwil,BE,de
Roggwil BE,4914,Roggwil (BE),BE,de
St. Urban,4915,Pfaffnau,LU,de
Untersteckholz,4916,Langenthal,BE,de
Busswil b. Melchnau,4917,Busswil bei Melchnau,BE,de
Melchnau,4917,Melchnau,BE,de
Reisiswil,4919,Reisiswil,BE,de
Bützberg,4922,Thunstetten,BE,de
Thunstetten,4922,Thunstetten,BE,de
Wynau,4923,Wynau,BE,de
Obersteckholz,4924,Obersteckholz,BE,de
Lotzwil,4932,Lotzwil,BE,de
Gutenburg,4932,Madiswil,BE,de
Rütschelen,4933,Rütschelen,BE,de
Madiswil,4934,Madiswil,BE,de
Leimiswil,4935,Madiswil,BE,de
Kleindietwil,4936,Madiswil,BE,de
Ursenbach,4937,Ursenbach,BE,de
Rohrbach,4938,Rohrbach,BE,de
Rohrbachgraben,4938,Rohrbachgraben,BE,de
Walterswil BE,4942,Walterswil (BE),BE,de
Oeschenbach,4943,Oeschenbach,BE,de
Auswil,4944,Auswil,BE,de
Huttwil,4950,Huttwil,BE,de
Eriswil,4952,Eriswil,BE,de
Schwarzenbach (Huttwil),4953,Huttwil,BE,de
Wyssachen,4954,Wyssachen,BE,de
Gondiswil,4955,Gondiswil,BE,de
Aarau,5000,Aarau,AG,de
Aarau,5004,Aarau,AG,de
Wöschnau,5012,Eppenberg-Wöschnau,SO,de
Eppenberg,5012,Eppenberg-Wöschnau,SO,de
Schönenwerd,5012,Schönenwerd,SO,de
Niedergösgen,5013,Niedergösgen,SO,de
Gretzenbach,5014,Gretzenbach,SO,de
Erlinsbach SO,5015,Erlinsbach (SO),SO,de
Barmelweid,5017,Erlinsbach (AG),AG,de
Erlinsbach,5018,Erlinsbach (AG),AG,de
Rombach,5022,Küttigen,AG,de
Biberstein,5023,Biberstein,AG,de
Küttigen,5024,Küttigen,AG,de
Asp,5025,Densbüren,AG,de
Densbüren,5026,Densbüren,AG,de
Herznach,5027,Herznach,AG,de
Ueken,5028,Ueken,AG,de
Aarau Rohr,5032,Aarau,AG,de
Buchs AG,5033,Buchs (AG),AG,de
Suhr,5034,Suhr,AG,de
Unterentfelden,5035,Unterentfelden,AG,de
Oberentfelden,5036,Oberentfelden,AG,de
Muhen,5037,Muhen,AG,de
Schöftland,5040,Schöftland,AG,de
Hirschthal,5042,Hirschthal,AG,de
Holziken,5043,Holziken,AG,de
Schlossrued,5044,Schlossrued,AG,de
Schmiedrued,5046,Schmiedrued,AG,de
Walde AG,5046,Schmiedrued,AG,de
Staffelbach,5053,Staffelbach,AG,de
Wittwil,5053,Staffelbach,AG,de
Kirchleerau,5054,Kirchleerau,AG,de
Moosleerau,5054,Moosleerau,AG,de
Attelwil,5056,Reitnau,AG,de
Reitnau,5057,Reitnau,AG,de
Wiliberg,5058,Wiliberg,AG,de
Oberhof,5062,Oberhof,AG,de
Wölflinswil,5063,Wölflinswil,AG,de
Wittnau,5064,Wittnau,AG,de
Frick,5070,Frick,AG,de
Oeschgen,5072,Oeschgen,AG,de
Gipf-Oberfrick,5073,Gipf-Oberfrick,AG,de
Eiken,5074,Eiken,AG,de
Hornussen,5075,Hornussen,AG,de
Bözen,5076,Bözen,AG,de
Elfingen,5077,Elfingen,AG,de
Effingen,5078,Effingen,AG,de
Zeihen,5079,Zeihen,AG,de
Laufenburg,5080,Laufenburg,AG,de
Kaisten,5082,Kaisten,AG,de
Ittenthal,5083,Kaisten,AG,de
Rheinsulz,5084,Laufenburg,AG,de
Sulz AG,5085,Laufenburg,AG,de
Rupperswil,5102,Rupperswil,AG,de
Wildegg,5103,Möriken-Wildegg,AG,de
Möriken AG,5103,Möriken-Wildegg,AG,de
Auenstein,5105,Auenstein,AG,de
Veltheim AG,5106,Veltheim (AG),AG,de
Schinznach Dorf,5107,Schinznach,AG,de
Oberflachs,5108,Schinznach,AG,de
Thalheim AG,5112,Thalheim (AG),AG,de
Holderbank AG,5113,Holderbank (AG),AG,de
Schinznach Bad,5116,Schinznach-Bad,AG,de
Brugg AG,5200,Brugg,AG,de
Windisch,5210,Windisch,AG,de
Hausen AG,5212,Hausen (AG),AG,de
Villnachern,5213,Villnachern,AG,de
Umiken,5222,Brugg,AG,de
Riniken,5223,Riniken,AG,de
Bözberg,5225,Bözberg,AG,de
Stilli,5233,Villigen,AG,de
Villigen,5234,Villigen,AG,de
Rüfenach,5235,Rüfenach,AG,de
Remigen,5236,Remigen,AG,de
Mönthal,5237,Mönthal,AG,de
Birr,5242,Birr,AG,de
Lupfig,5242,Lupfig,AG,de
Mülligen,5243,Mülligen,AG,de
Birrhard,5244,Birrhard,AG,de
Habsburg,5245,Habsburg,AG,de
Scherz,5246,Lupfig,AG,de
Gansingen,5272,Gansingen,AG,de
Oberhofen AG,5273,Mettauertal,AG,de
Mettau,5274,Mettauertal,AG,de
Etzgen,5275,Mettauertal,AG,de
Wil AG,5276,Mettauertal,AG,de
Hottwil,5277,Mettauertal,AG,de
Turgi,5300,Turgi,AG,de
Siggenthal Station,5301,Untersiggenthal,AG,de
Würenlingen,5303,Würenlingen,AG,de
Endingen,5304,Endingen,AG,de
Unterendingen,5305,Endingen,AG,de
Tegerfelden,5306,Tegerfelden,AG,de
Döttingen,5312,Döttingen,AG,de
Klingnau,5313,Klingnau,AG,de
Kleindöttingen,5314,Böttstein,AG,de
Böttstein,5315,Böttstein,AG,de
Leuggern,5316,Leuggern,AG,de
Hettenschwil,5317,Leuggern,AG,de
Mandach,5318,Mandach,AG,de
Koblenz,5322,Koblenz,AG,de
Rietheim,5323,Rietheim,AG,de
Full-Reuenthal,5324,Full-Reuenthal,AG,de
Leibstadt,5325,Leibstadt,AG,de
Schwaderloch,5326,Schwaderloch,AG,de
Bad Zurzach,5330,Bad Zurzach,AG,de
Rekingen AG,5332,Rekingen (AG),AG,de
Baldingen,5333,Baldingen,AG,de
Böbikon,5334,Böbikon,AG,de
Baden,5400,Baden,AG,de
Baden,5404,Baden,AG,de
Dättwil,5405,Baden,AG,de
Rütihof,5406,Baden,AG,de
Ennetbaden,5408,Ennetbaden,AG,de
Gebenstorf,5412,Gebenstorf,AG,de
Vogelsang AG,5412,Gebenstorf,AG,de
Birmenstorf AG,5413,Birmenstorf (AG),AG,de
Nussbaumen AG,5415,Obersiggenthal,AG,de
Hertenstein AG,5415,Obersiggenthal,AG,de
Rieden AG,5415,Obersiggenthal,AG,de
Kirchdorf AG,5416,Obersiggenthal,AG,de
Untersiggenthal,5417,Untersiggenthal,AG,de
Ehrendingen,5420,Ehrendingen,AG,de
Freienwil,5423,Freienwil,AG,de
Schneisingen,5425,Schneisingen,AG,de
Lengnau AG,5426,Lengnau (AG),AG,de
Wettingen,5430,Wettingen,AG,de
Neuenhof,5432,Neuenhof,AG,de
Würenlos,5436,Würenlos,AG,de
Fislisbach,5442,Fislisbach,AG,de
Niederrohrdorf,5443,Niederrohrdorf,AG,de
Künten,5444,Künten,AG,de
Eggenwil,5445,Eggenwil,AG,de
Oberrohrdorf,5452,Oberrohrdorf,AG,de
Remetschwil,5453,Remetschwil,AG,de
Bellikon,5454,Bellikon,AG,de
Siglistorf,5462,Siglistorf,AG,de
Wislikofen,5463,Wislikofen,AG,de
Rümikon AG,5464,Rümikon,AG,de
Mellikon,5465,Mellikon,AG,de
Kaiserstuhl AG,5466,Kaiserstuhl,AG,de
Fisibach,5467,Fisibach,AG,de
Hunzenschwil,5502,Hunzenschwil,AG,de
Schafisheim,5503,Schafisheim,AG,de
Othmarsingen,5504,Othmarsingen,AG,de
Brunegg,5505,Brunegg,AG,de
Mägenwil,5506,Mägenwil,AG,de
Mellingen,5507,Mellingen,AG,de
Wohlenschwil,5512,Wohlenschwil,AG,de
Tägerig,5522,Tägerig,AG,de
Niederwil AG,5524,Niederwil (AG),AG,de
Nesselnbach,5524,Niederwil (AG),AG,de
Fischbach-Göslikon,5525,Fischbach-Göslikon,AG,de
Ammerswil,5600,Ammerswil,AG,de
Lenzburg,5600,Lenzburg,AG,de
Staufen,5603,Staufen,AG,de
Hendschiken,5604,Hendschiken,AG,de
Dottikon,5605,Dottikon,AG,de
Dintikon,5606,Dintikon,AG,de
Hägglingen,5607,Hägglingen,AG,de
Stetten AG,5608,Stetten (AG),AG,de
Wohlen AG,5610,Wohlen (AG),AG,de
Anglikon,5611,Wohlen (AG),AG,de
Villmergen,5612,Villmergen,AG,de
Hilfikon,5613,Villmergen,AG,de
Sarmenstorf,5614,Sarmenstorf,AG,de
Fahrwangen,5615,Fahrwangen,AG,de
Meisterschwanden,5616,Meisterschwanden,AG,de
Tennwil,5617,Meisterschwanden,AG,de
Bettwil,5618,Bettwil,AG,de
Büttikon,5619,Büttikon,AG,de
Uezwil,5619,Uezwil,AG,de
Bremgarten AG,5620,Bremgarten (AG),AG,de
Zufikon,5621,Zufikon,AG,de
Waltenschwil,5622,Waltenschwil,AG,de
Boswil,5623,Boswil,AG,de
Bünzen,5624,Bünzen,AG,de
Waldhäusern AG,5624,Bünzen,AG,de
Kallern,5625,Kallern,AG,de
Hermetschwil-Staffeln,5626,Bremgarten (AG),AG,de
Besenbüren,5627,Besenbüren,AG,de
Aristau,5628,Aristau,AG,de
Muri AG,5630,Muri (AG),AG,de
Buttwil,5632,Buttwil,AG,de
Merenschwand,5634,Merenschwand,AG,de
Benzenschwil,5636,Merenschwand,AG,de
Beinwil (Freiamt),5637,Beinwil (Freiamt),AG,de
Geltwil,5637,Geltwil,AG,de
Mühlau,5642,Mühlau,AG,de
Sins,5643,Sins,AG,de
Sins,5643,Sins,AG,de
Alikon,5643,Sins,AG,de
Meienberg,5643,Sins,AG,de
Auw,5644,Auw,AG,de
Aettenschwil,5645,Sins,AG,de
Fenkrieden,5645,Sins,AG,de
Abtwil AG,5646,Abtwil,AG,de
Oberrüti,5647,Oberrüti,AG,de
Niederlenz,5702,Niederlenz,AG,de
Seon,5703,Seon,AG,de
Egliswil,5704,Egliswil,AG,de
Hallwil,5705,Hallwil,AG,de
Boniswil,5706,Boniswil,AG,de
Seengen,5707,Seengen,AG,de
Birrwil,5708,Birrwil,AG,de
Beinwil am See,5712,Beinwil am See,AG,de
Gränichen,5722,Gränichen,AG,de
Teufenthal AG,5723,Teufenthal (AG),AG,de
Dürrenäsch,5724,Dürrenäsch,AG,de
Leutwil,5725,Leutwil,AG,de
Unterkulm,5726,Unterkulm,AG,de
Oberkulm,5727,Oberkulm,AG,de
Gontenschwil,5728,Gontenschwil,AG,de
Zetzwil,5732,Zetzwil,AG,de
Leimbach AG,5733,Leimbach (AG),AG,de
Reinach AG,5734,Reinach (AG),AG,de
Pfeffikon LU,5735,Rickenbach (LU),LU,de
Burg AG,5736,Burg (AG),AG,de
Menziken,5737,Menziken,AG,de
Kölliken,5742,Kölliken,AG,de
Safenwil,5745,Safenwil,AG,de
Walterswil SO,5746,Walterswil (SO),SO,de
Luzern,6003,Luzern,LU,de
Luzern,6004,Luzern,LU,de
St. Niklausen LU,6005,Horw,LU,de
Luzern,6005,Luzern,LU,de
Luzern,6006,Luzern,LU,de
Kriens,6010,Kriens,LU,de
Pilatus Kulm,6010,Alpnach,OW,de
Obernau,6012,Kriens,LU,de
Eigenthal,6013,Schwarzenberg,LU,de
Luzern,6014,Luzern,LU,de
Luzern,6015,Luzern,LU,de
Hellbühl,6016,Neuenkirch,LU,de
Ruswil,6017,Ruswil,LU,de
Buttisholz,6018,Buttisholz,LU,de
Sigigen,6019,Ruswil,LU,de
Emmenbrücke,6020,Emmen,LU,de
Grosswangen,6022,Grosswangen,LU,de
Rothenburg,6023,Rothenburg,LU,de
Hildisrieden,6024,Hildisrieden,LU,de
Neudorf,6025,Beromünster,LU,de
Rain,6026,Rain,LU,de
Römerswil,6027,Römerswil,LU,de
Herlisberg,6028,Römerswil,LU,de
Ebikon,6030,Ebikon,LU,de
Emmen,6032,Emmen,LU,de
Buchrain,6033,Buchrain,LU,de
Inwil,6034,Inwil,LU,de
Perlen,6035,Buchrain,LU,de
Dierikon,6036,Dierikon,LU,de
Root,6037,Root,LU,de
Gisikon,6038,Gisikon,LU,de
Honau,6038,Honau,LU,de
Root D4,6039,Root,LU,de
Dietwil,6042,Dietwil,AG,de
Adligenswil,6043,Adligenswil,LU,de
Udligenswil,6044,Udligenswil,LU,de
Meggen,6045,Meggen,LU,de
Kastanienbaum,6047,Horw,LU,de
Horw,6048,Horw,LU,de
Hergiswil NW,6052,Hergiswil (NW),NW,de
Alpnachstad,6053,Alpnach,OW,de
Alpnach Dorf,6055,Alpnach,OW,de
Kägiswil,6056,Sarnen,OW,de
Sarnen,6060,Sarnen,OW,de
Ramersberg,6060,Sarnen,OW,de
Wilen (Sarnen),6062,Sarnen,OW,de
Stalden (Sarnen),6063,Sarnen,OW,de
Kerns,6064,Kerns,OW,de
St. Niklausen OW,6066,Kerns,OW,de
Melchtal,6067,Kerns,OW,de
Melchsee-Frutt,6068,Kerns,OW,de
Sachseln,6072,Sachseln,OW,de
Flüeli-Ranft,6073,Sachseln,OW,de
Giswil,6074,Giswil,OW,de
Lungern,6078,Lungern,OW,de
Bürglen OW,6078,Lungern,OW,de
Hasliberg Hohfluh,6083,Hasliberg,BE,de
Hasliberg Wasserwendi,6084,Hasliberg,BE,de
Hasliberg Goldern,6085,Hasliberg,BE,de
Hasliberg Reuti,6086,Hasliberg,BE,de
Malters,6102,Malters,LU,de
Schwarzenberg LU,6103,Schwarzenberg,LU,de
Schachen LU,6105,Werthenstein,LU,de
Werthenstein,6106,Werthenstein,LU,de
Fontannen b. Wolhusen,6110,Romoos,LU,de
Wolhusen,6110,Wolhusen,LU,de
Doppleschwand,6112,Doppleschwand,LU,de
Romoos,6113,Romoos,LU,de
Steinhuserberg,6114,Wolhusen,LU,de
Menznau,6122,Menznau,LU,de
Geiss,6123,Menznau,LU,de
Menzberg,6125,Menznau,LU,de
Daiwil,6126,Willisau,LU,de
Willisau,6130,Willisau,LU,de
Rohrmatt,6132,Willisau,LU,de
Hergiswil b. Willisau,6133,Hergiswil bei Willisau,LU,de
Gettnau,6142,Gettnau,LU,de
Ohmstal,6143,Schötz,LU,de
Zell LU,6144,Zell (LU),LU,de
Fischbach LU,6145,Fischbach,LU,de
Grossdietwil,6146,Grossdietwil,LU,de
Altbüron,6147,Altbüron,LU,de
Hüswil,6152,Zell (LU),LU,de
Ufhusen,6153,Ufhusen,LU,de
Hofstatt,6154,Luthern,LU,de
Luthern,6156,Luthern,LU,de
Luthern Bad,6156,Luthern,LU,de
Entlebuch,6162,Entlebuch,LU,de
Rengg,6162,Entlebuch,LU,de
Finsterwald b. Entlebuch,6162,Entlebuch,LU,de
Ebnet,6163,Entlebuch,LU,de
Hasle LU,6166,Hasle (LU),LU,de
Bramboden,6167,Romoos,LU,de
Schüpfheim,6170,Schüpfheim,LU,de
Flühli,6173,Flühli,LU,de
Sörenberg,6174,Flühli,LU,de
Escholzmatt,6182,Escholzmatt-Marbach,LU,de
Wiggen,6192,Escholzmatt-Marbach,LU,de
Marbach LU,6196,Escholzmatt-Marbach,LU,de
Schangnau,6197,Schangnau,BE,de
Sempach Station,6203,Neuenkirch,LU,de
Sempach,6204,Sempach,LU,de
Eich,6205,Eich,LU,de
Neuenkirch,6206,Neuenkirch,LU,de
Nottwil,6207,Nottwil,LU,de
Oberkirch LU,6208,Oberkirch,LU,de
Sursee,6210,Sursee,LU,de
Buchs LU,6211,Dagmersellen,LU,de
St. Erhard,6212,Knutwil,LU,de
Kaltbach,6212,Mauensee,LU,de
Knutwil,6213,Knutwil,LU,de
Schenkon,6214,Schenkon,LU,de
Beromünster,6215,Beromünster,LU,de
Schwarzenbach LU,6215,Beromünster,LU,de
Mauensee,6216,Mauensee,LU,de
Kottwil,6217,Ettiswil,LU,de
Ettiswil,6218,Ettiswil,LU,de
Rickenbach LU,6221,Rickenbach (LU),LU,de
